V-1,V-2,V-3,V-4,V-5,V-6,V-7,V-8,V-11,V-12,V-13,V-14,V-15,V-16,V-17,V-18,V-19,V-20,V-21,V-22,V-23,V-24,V-25,V-26,V-27,V-28,V-29,V-9
14,580,150,75.40,130,442.94,7,"1,100","2,807",82.14,83.86,2.52,"491,197","3,695",91.10,177.84,"8,124",15.00,1113.58,1217.76,"8,337","8,374",88.50,86.53,"9,939","24,716","880,111","1,300"
14,330,90,23.10,70,414.80,9,320,"4,981",49.08,56.64,4.09,"215,567","2,273",47.14,160.14,"7,113",15.00,704.38,771.02,"1,755","8,235",57.48,49.15,"2,603","28,750","610,491",470
14,720,190,165.60,230,354.48,6,"1,200","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,500"
14,"1,080",240,205.20,190,343.02,6,"1,000","4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","1,500"
14,370,120,3.70,10,196.07,5,180,"1,938",19.72,22.28,2.17,"65,217",604,21.11,77.85,908,15.00,244.32,352.90,"1,750","3,529",21.95,15.28,880,"22,887","408,794",270
14,370,100,74.00,200,481.91,8,650,"3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789",830
14,580,150,75.40,130,531.45,6,870,"3,646",69.60,75.75,2.69,"411,146","4,727",81.40,217.62,"9,260",14.40,969.18,1098.46,"8,066","8,119",79.51,76.56,"6,122","26,395","760,256","1,100"
14,520,140,109.20,210,323.66,6,"1,000","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,300"
15,350,110,35.00,100,499.25,6,550,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679",710
15,620,160,136.40,220,375.15,6,"1,100","5,254",153.50,136.19,4.52,"1,254,762","7,601",152.06,253.58,"43,331",12.80,2193.06,2313.26,"9,237","9,278",133.33,137.40,"9,768","29,153","1,692,849","1,500"
15,"1,120",290,358.40,320,421.99,6,"1,600","6,514",191.28,160.91,6.02,"1,515,674","11,036",221.88,213.36,"38,017",11.00,2588.18,2992.90,"9,252","9,338",151.20,158.36,"10,158","27,332","2,015,433","1,900"
15,360,100,28.80,80,463.87,8,210,"2,609",26.94,28.40,3.07,"86,869","1,205",24.86,91.38,"1,520",15.00,335.58,526.36,"1,752","4,204",28.98,20.16,"1,782","23,562","412,519",310
15,460,120,96.60,210,461.32,7,"1,300","3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","1,800"
15,400,110,40.00,100,428.61,8,740,"4,539",66.04,72.88,3.42,"386,245","4,682",77.80,202.74,"8,599",14.20,929.04,1045.48,"7,997","8,052",76.75,73.11,"5,183","24,097","723,326","1,000"
15,430,110,73.10,170,409.62,7,650,"3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789",840
15,"1,230",320,86.10,70,479.60,5,240,"2,749",44.16,48.38,2.37,"175,925","1,448",36.78,186.26,"6,024",15.00,624.96,672.96,"1,755","8,449",50.52,41.61,"1,841","27,930","574,568",300
15,950,250,171.00,180,358.72,5,580,"3,512",131.18,118.01,2.88,"982,329","5,863",116.54,234.51,"37,149",14.40,1870.46,1957.40,"9,147","9,166",120.31,123.71,"9,784","30,962","1,512,279",740
15,750,200,45.00,60,423.07,6,360,"2,264",41.70,43.81,1.72,"159,443","1,279",34.34,167.34,"4,338",15.00,599.02,654.95,"1,755","7,535",46.26,38.32,"1,617","23,615","501,566",470
16,200,100,46.00,230,445.56,3,820,"4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","1,000"
16,"6,700","2,500",603.00,90,279.67,9,580,"3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311",800
16,810,210,48.60,60,432.44,6,260,"2,413",37.90,39.11,1.28,"137,382","1,248",32.64,147.24,"3,345",15.00,567.18,688.67,"1,755","5,551",40.26,33.39,"1,589","24,996","407,045",330
16,450,120,4.50,10,193.08,7,180,"2,867",28.60,29.93,3.15,"95,474","1,340",25.80,100.81,"1,816",15.00,432.66,555.52,"1,753","4,368",30.41,21.82,"1,923","25,562","414,497",260
16,780,200,117.00,150,432.56,6,"1,000","3,086",102.28,100.87,2.82,"634,092","4,450",101.50,119.37,"10,964",15.00,1452.42,1533.58,"8,759","8,784",102.10,101.70,"12,754","25,338","1,073,299","1,300"
16,940,250,244.40,260,400.72,5,"1,400","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,700"
16,370,120,81.40,220,339.07,5,"1,600","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","2,000"
17,"8,800","2,960",264.00,30,231.40,8,700,"3,025",36.76,38.37,1.51,"131,422","1,390",31.73,121.94,"2,771",15.00,548.66,686.17,"1,755","5,154",38.72,31.87,"1,611","22,930","391,881","1,000"
17,"1,750",300,52.50,30,400.73,10,130,"2,087",21.22,23.81,2.57,"71,044",679,22.05,88.61,"1,134",15.00,244.92,377.04,"1,750","3,804",24.07,16.28,"1,078","24,829","437,027",240
17,"1,520",470,60.80,40,289.33,4,250,"2,096",40.40,41.73,1.41,"151,044","1,204",34.08,155.81,"3,717",15.00,591.58,657.03,"1,755","6,839",44.41,36.64,"1,584","21,545","469,042",290
17,"2,170",480,195.30,90,439.07,6,340,"6,399",57.52,63.61,4.97,"320,626","3,903",65.72,163.58,"7,968",14.60,813.66,867.54,"4,224","8,004",68.33,63.45,"3,939","25,721","629,302",430
17,"1,020",230,71.40,70,408.78,7,290,"5,936",51.58,58.02,4.92,"245,985","2,807",52.58,133.58,"6,569",15.00,757.58,796.02,"1,755","8,070",60.57,53.90,"3,024","25,021","598,322",400
17,"1,410",310,239.70,170,338.79,6,960,"3,512",131.18,118.01,2.88,"982,329","5,863",116.54,234.51,"37,149",14.40,1870.46,1957.40,"9,147","9,166",120.31,123.71,"9,784","30,962","1,512,279","1,300"
17,"1,360",350,149.60,110,374.80,5,400,"2,807",82.14,83.86,2.52,"491,197","3,695",91.10,177.84,"8,124",15.00,1113.58,1217.76,"8,337","8,374",88.50,86.53,"9,939","24,716","880,111",470
17,970,250,9.70,10,196.07,5,100,"1,938",19.72,22.28,2.17,"65,217",604,21.11,77.85,908,15.00,244.32,352.90,"1,750","3,529",21.95,15.28,880,"22,887","408,794",150
17,420,110,79.80,190,307.00,8,750,"5,802",164.08,141.90,4.89,"1,347,402","8,940",170.72,269.33,"46,434",12.20,2313.18,2508.26,"9,266","9,316",138.41,143.73,"9,808","31,763","1,742,555","1,000"
17,530,140,31.80,60,350.38,7,450,"5,936",51.58,58.02,4.92,"245,985","2,807",52.58,133.58,"6,569",15.00,757.58,796.02,"1,755","8,070",60.57,53.90,"3,024","25,021","598,322",610
17,"1,920",490,115.20,60,411.09,4,300,"2,749",44.16,48.38,2.37,"175,925","1,448",36.78,186.26,"6,024",15.00,624.96,672.96,"1,755","8,449",50.52,41.61,"1,841","27,930","574,568",360
17,690,180,89.70,130,444.52,6,540,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789",660
17,500,110,25.00,50,459.92,9,160,"3,174",30.42,31.87,2.91,"101,481","1,609",26.74,82.74,"1,641",15.00,433.36,590.24,"1,754","4,507",31.84,23.57,"1,985","20,306","412,021",240
17,520,140,36.40,70,305.23,6,330,"5,438",62.70,69.46,4.28,"365,019","4,475",73.52,233.90,"10,366",14.20,885.52,986.50,"6,718","8,016",73.60,69.75,"4,594","30,372","685,447",420
17,"1,510",330,166.10,110,341.82,6,640,"3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311",770
17,540,140,113.40,210,406.81,7,610,"4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139",890
17,470,130,126.90,270,416.13,7,750,"6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427",950
17,630,170,163.80,260,342.87,6,"1,100","6,514",191.28,160.91,6.02,"1,515,674","11,036",221.88,213.36,"38,017",11.00,2588.18,2992.90,"9,252","9,338",151.20,158.36,"10,158","27,332","2,015,433","1,300"
17,370,80,51.80,140,337.33,14,470,"3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789",880
17,"1,670",370,83.50,50,291.99,7,410,"5,936",51.58,58.02,4.92,"245,985","2,807",52.58,133.58,"6,569",15.00,757.58,796.02,"1,755","8,070",60.57,53.90,"3,024","25,021","598,322",560
17,630,160,107.10,170,412.99,6,810,"2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579","1,000"
18,680,160,142.80,210,379.13,8,900,"4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","1,400"
18,"1,380",360,289.80,210,339.32,5,690,"5,802",164.08,141.90,4.89,"1,347,402","8,940",170.72,269.33,"46,434",12.20,2313.18,2508.26,"9,266","9,316",138.41,143.73,"9,808","31,763","1,742,555",880
18,550,150,22.00,40,308.06,7,200,"3,456",34.26,36.36,2.02,"122,097","1,623",29.55,117.43,"2,574",15.00,521.40,650.42,"1,755","4,766",35.72,28.80,"1,744","26,330","393,921",270
18,"1,510",330,392.60,260,400.72,6,960,"6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,200"
18,990,260,158.40,160,402.83,5,830,"2,907",106.98,102.51,2.71,"680,657","4,643",103.94,138.87,"14,430",15.00,1500.50,1635.04,"8,848","8,872",104.83,105.23,"12,423","27,749","1,115,912","1,000"
18,"1,700",290,323.00,190,417.38,9,820,"3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","1,300"
18,"1,120",250,246.40,220,339.07,7,"1,200","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,500"
18,600,160,72.00,120,291.53,6,630,"2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579",770
18,"1,160",260,92.80,80,352.27,7,400,"5,784",59.92,66.36,4.50,"340,956","4,178",69.48,195.43,"9,084",14.40,836.08,904.76,"5,468","8,008",70.67,66.47,"4,289","28,018","649,944",530
18,450,120,81.00,180,324.97,7,920,"4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","1,400"
18,610,160,73.20,120,302.12,7,440,"2,907",106.98,102.51,2.71,"680,657","4,643",103.94,138.87,"14,430",15.00,1500.50,1635.04,"8,848","8,872",104.83,105.23,"12,423","27,749","1,115,912",550
18,800,250,8.00,10,229.77,4,40,"2,375",11.14,6.97,2.21,"32,818",332,11.73,31.71,336,12.00,178.93,188.00,"1,490","1,529",10.46,9.28,523,"18,075","127,630",50
18,480,130,62.40,130,403.97,7,420,"3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311",530
18,"1,210",270,193.60,160,318.86,7,680,"3,512",131.18,118.01,2.88,"982,329","5,863",116.54,234.51,"37,149",14.40,1870.46,1957.40,"9,147","9,166",120.31,123.71,"9,784","30,962","1,512,279","1,000"
18,"1,910",420,305.60,160,388.70,6,810,"2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579",990
18,"1,230",270,123.00,100,341.94,6,630,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789",770
18,"1,540",340,338.80,220,339.07,6,660,"6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427",830
18,"1,380",360,82.80,60,245.28,5,430,"3,646",69.60,75.75,2.69,"411,146","4,727",81.40,217.62,"9,260",14.40,969.18,1098.46,"8,066","8,119",79.51,76.56,"6,122","26,395","760,256",530
18,950,250,133.00,140,337.33,6,610,"3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789",750
18,"1,980",510,336.60,170,329.32,5,790,"4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","1,100"
19,280,90,11.20,40,325.39,6,180,"3,600",31.96,33.62,2.71,"108,506","1,749",27.68,92.91,"1,896",15.00,463.32,630.38,"1,755","4,613",32.98,25.41,"1,914","22,258","406,027",240
19,"1,000",260,160.00,160,309.95,5,860,"4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","1,200"
19,"1,530",390,15.30,10,193.08,5,120,"2,867",28.60,29.93,3.15,"95,474","1,340",25.80,100.81,"1,816",15.00,432.66,555.52,"1,753","4,368",30.41,21.82,"1,923","25,562","414,497",160
19,640,170,102.40,160,351.48,6,700,"3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011",930
19,400,130,36.00,90,307.74,5,330,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789",390
19,410,110,20.50,50,301.54,8,400,"4,134",47.94,55.74,3.43,"202,490","2,020",44.52,155.47,"6,442",15.00,683.14,741.88,"1,755","8,372",55.71,46.87,"2,403","26,504","612,314",570
19,520,140,57.20,110,341.82,7,420,"3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311",530
19,"2,020",450,282.80,140,310.61,6,500,"2,995",120.56,108.34,2.49,"840,763","5,161",109.86,171.32,"25,381",14.80,1742.88,1869.30,"9,050","9,067",113.70,115.46,"10,435","25,961","1,319,237",660
19,830,260,24.90,30,216.22,4,190,"2,413",37.90,39.11,1.28,"137,382","1,248",32.64,147.24,"3,345",15.00,567.18,688.67,"1,755","5,551",40.26,33.39,"1,589","24,996","407,045",220
19,810,210,251.10,310,408.80,6,810,"6,514",191.28,160.91,6.02,"1,515,674","11,036",221.88,213.36,"38,017",11.00,2588.18,2992.90,"9,252","9,338",151.20,158.36,"10,158","27,332","2,015,433",960
19,"2,620",580,786.00,300,395.62,6,"1,000","6,514",191.28,160.91,6.02,"1,515,674","11,036",221.88,213.36,"38,017",11.00,2588.18,2992.90,"9,252","9,338",151.20,158.36,"10,158","27,332","2,015,433","1,200"
19,510,130,20.40,40,300.28,7,150,"3,497",33.20,35.12,2.25,"114,843","1,632",28.61,104.48,"2,207",15.00,485.90,650.86,"1,755","4,706",34.24,27.16,"1,812","24,266","401,122",200
19,"1,150",260,161.00,140,307.54,7,990,"3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","1,400"
19,"1,160",260,313.20,270,436.27,7,"1,200","5,802",164.08,141.90,4.89,"1,347,402","8,940",170.72,269.33,"46,434",12.20,2313.18,2508.26,"9,266","9,316",138.41,143.73,"9,808","31,763","1,742,555","1,600"
19,940,240,141.00,150,377.65,6,430,"2,907",106.98,102.51,2.71,"680,657","4,643",103.94,138.87,"14,430",15.00,1500.50,1635.04,"8,848","8,872",104.83,105.23,"12,423","27,749","1,115,912",510
19,540,140,37.80,70,372.41,7,420,"6,282",53.92,59.10,5.37,"282,104","3,280",58.22,163.15,"8,317",15.00,766.14,824.22,"1,755","8,007",64.00,58.61,"3,402","29,575","607,308",570
19,"1,650",430,297.00,180,433.72,5,490,"3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789",580
19,"1,820",470,382.20,210,379.13,5,720,"4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903",980
19,"2,690",590,591.80,220,339.07,6,"1,000","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,300"
19,"1,600",410,368.00,230,295.21,5,"1,500","5,954",208.30,177.64,6.39,"1,581,582","13,125",247.22,227.10,"41,133",11.00,2769.10,3224.88,"9,282","9,374",159.88,168.50,"10,652","29,947","2,129,495","1,600"
20,"14,500","4,870",3480.00,240,303.50,11,750,"5,392",223.94,191.45,5.77,"1,632,335","15,189",267.92,237.89,"44,071",11.00,3001.78,3434.60,"9,416","9,525",169.80,180.22,"10,394","32,629","2,255,145",700
20,"5,500","1,760",1100.00,200,341.04,6,670,"5,254",153.50,136.19,4.52,"1,254,762","7,601",152.06,253.58,"43,331",12.80,2193.06,2313.26,"9,237","9,278",133.33,137.40,"9,768","29,153","1,692,849",900
20,"14,500","5,000",580.00,40,237.03,7,220,"4,981",49.08,56.64,4.09,"215,567","2,273",47.14,160.14,"7,113",15.00,704.38,771.02,"1,755","8,235",57.48,49.15,"2,603","28,750","610,491",300
20,"1,560",520,624.00,400,422.60,6,"2,300","3,062",257.94,204.88,3.94,"1,872,804","16,869",294.08,191.82,"37,562",11.00,3602.25,3974.85,"9,783","9,870",192.10,207.96,"9,865","30,664","2,257,207","2,000"
20,810,250,32.40,40,274.06,5,570,"2,749",44.16,48.38,2.37,"175,925","1,448",36.78,186.26,"6,024",15.00,624.96,672.96,"1,755","8,449",50.52,41.61,"1,841","27,930","574,568",720
20,840,190,67.20,80,273.55,8,650,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789",840
20,"1,070",280,160.50,150,290.58,6,"1,500","4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","2,100"
20,"1,060",330,21.20,20,205.31,4,210,"2,210",23.12,25.34,2.74,"75,744",811,22.99,74.55,"1,080",15.00,269.16,401.40,"1,750","4,080",26.16,17.38,"1,339","19,722","439,001",280
20,"1,390",360,41.70,30,206.95,4,350,"2,180",38.96,39.87,1.38,"144,653","1,274",33.43,178.04,"4,043",15.00,581.18,679.75,"1,755","6,162",42.17,34.99,"1,571","27,120","436,472",400
20,560,220,22.40,40,319.47,3,350,"3,267",35.58,37.64,1.67,"125,696","1,575",30.76,102.14,"2,322",15.00,483.68,669.96,"1,755","4,940",37.36,30.35,"1,677","20,920","391,609",400
20,580,150,104.40,180,348.70,7,"1,400","4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","2,100"
20,"2,350",610,423.00,180,324.97,4,860,"4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","1,100"
20,910,240,163.80,180,277.42,6,960,"6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,200"
20,830,260,41.50,50,287.51,4,600,"3,238",45.52,51.70,2.70,"183,537","1,611",38.90,139.95,"5,249",15.00,631.34,700.22,"1,755","8,578",52.62,43.23,"2,018","22,187","595,007",730
20,"1,590",410,333.90,210,323.66,5,"1,100","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","1,300"
20,"1,170",300,163.80,140,337.33,6,510,"3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789",630
20,"3,080",680,215.60,70,238.51,5,850,"2,807",82.14,83.86,2.52,"491,197","3,695",91.10,177.84,"8,124",15.00,1113.58,1217.76,"8,337","8,374",88.50,86.53,"9,939","24,716","880,111","1,000"
20,"1,120",290,190.40,170,306.91,5,"1,600","4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","2,200"
20,810,250,32.40,40,275.94,4,390,"2,180",38.96,39.87,1.38,"144,653","1,274",33.43,178.04,"4,043",15.00,581.18,679.75,"1,755","6,162",42.17,34.99,"1,571","27,120","436,472",450
20,870,230,208.80,240,308.05,5,"1,300","5,954",208.30,177.64,6.39,"1,581,582","13,125",247.22,227.10,"41,133",11.00,2769.10,3224.88,"9,282","9,374",159.88,168.50,"10,652","29,947","2,129,495","1,400"
20,"2,310",600,531.30,230,303.30,4,"1,400","6,514",191.28,160.91,6.02,"1,515,674","11,036",221.88,213.36,"38,017",11.00,2588.18,2992.90,"9,252","9,338",151.20,158.36,"10,158","27,332","2,015,433","1,600"
20,"1,370",360,191.80,140,271.21,5,"1,200","4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","1,700"
20,"3,400",750,714.00,210,323.66,6,"2,200","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","2,700"
20,"2,100",600,210.00,100,288.37,10,640,"3,086",102.28,100.87,2.82,"634,092","4,450",101.50,119.37,"10,964",15.00,1452.42,1533.58,"8,759","8,784",102.10,101.70,"12,754","25,338","1,073,299",970
20,"1,840",420,220.80,120,263.61,5,"1,500","3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","1,900"
20,"1,520",350,212.80,140,310.61,13,"1,200","2,995",120.56,108.34,2.49,"840,763","5,161",109.86,171.32,"25,381",14.80,1742.88,1869.30,"9,050","9,067",113.70,115.46,"10,435","25,961","1,319,237","2,100"
20,"2,500",510,325.00,130,251.84,6,"1,100","4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","1,600"
20,900,250,45.00,50,278.32,7,350,"5,392",50.30,57.71,4.52,"229,587","2,463",49.96,120.48,"5,846",15.00,727.76,781.22,"1,755","8,153",59.11,51.48,"2,840","22,833","605,836",480
20,"1,350",350,108.00,80,251.37,9,830,"3,166",92.42,92.25,2.83,"558,625","3,610",95.80,179.82,"10,346",15.00,1248.68,1350.94,"8,548","8,579",94.54,94.01,"12,233","29,482","958,166","1,100"
20,600,150,36.00,60,299.55,6,570,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679",740
20,"1,900",430,285.00,150,364.41,7,640,"2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579",860
20,510,160,30.60,60,245.28,9,790,"3,646",69.60,75.75,2.69,"411,146","4,727",81.40,217.62,"9,260",14.40,969.18,1098.46,"8,066","8,119",79.51,76.56,"6,122","26,395","760,256","1,100"
20,890,230,35.60,40,237.03,6,350,"4,981",49.08,56.64,4.09,"215,567","2,273",47.14,160.14,"7,113",15.00,704.38,771.02,"1,755","8,235",57.48,49.15,"2,603","28,750","610,491",460
